date,tmax_degC,tmin_degC,rainfall_mm,humidity_pct,radiation_wm2,wind_speed_ms,dewpoint_degC,surface_pressure_hpa,soil_moisture,evapotranspiration_mm
30-01-2011,27.2,13.3,0.0,46,225.46152,10.2,6.8,951.9,0.244,4.28
31-01-2011,27.0,14.3,0.0,52,223.49393999999998,14.2,9.1,953.2,0.244,4.34
01-02-2011,27.8,14.4,0.0,48,222.10506,10.9,9.0,953.6,0.244,4.44
02-02-2011,28.2,14.5,0.0,43,226.15596,10.1,7.3,953.6,0.244,4.56
03-02-2011,29.3,13.4,0.0,38,230.78556,10.1,5.5,953.3,0.244,4.89
04-02-2011,29.9,14.0,0.0,37,233.10036,9.1,5.7,952.9,0.244,4.54
05-02-2011,30.1,18.5,0.0,31,233.33184,10.4,5.1,951.3,0.244,4.65
06-02-2011,30.7,16.2,0.0,31,233.10036,11.6,5.0,950.3,0.244,5.2
07-02-2011,30.7,15.7,0.0,41,233.33184,17.7,7.3,949.5,0.244,5.47
08-02-2011,28.3,15.5,0.0,47,210.99402,10.7,9.3,948.2,0.244,4.19
09-02-2011,29.1,15.5,0.0,47,225.69299999999998,10.8,9.6,947.5,0.244,4.64
10-02-2011,30.2,15.9,0.0,45,232.29018,9.0,9.4,949.3,0.244,4.67
11-02-2011,30.7,17.5,0.0,41,234.60497999999998,11.8,8.5,951.1,0.244,4.96
12-02-2011,31.2,16.7,0.0,41,236.91977999999997,10.9,8.7,950.1,0.244,5.31
13-02-2011,31.4,17.0,0.0,38,234.48924000000002,10.6,8.7,948.5,0.244,5.17
14-02-2011,30.4,18.7,0.0,36,212.26716,9.5,7.6,947.2,0.244,4.62
15-02-2011,28.9,18.3,0.0,44,231.24852,17.0,9.3,947.3,0.244,5.3
16-02-2011,25.2,16.3,0.0,54,178.58682,12.0,10.8,949.0,0.245,3.7
17-02-2011,25.5,14.8,0.0,48,230.09112,11.5,8.4,950.2,0.246,4.54
18-02-2011,26.3,15.1,0.0,50,226.50318,14.6,8.9,949.9,0.245,4.27
19-02-2011,27.4,15.3,0.0,40,240.27624,12.7,6.7,951.0,0.245,4.83
20-02-2011,25.6,17.3,0.0,44,192.35988,15.1,8.1,951.7,0.246,4.48
21-02-2011,26.0,14.1,0.0,50,252.66042,11.6,8.1,953.1,0.247,4.69
22-02-2011,27.0,13.9,0.0,43,244.32713999999999,11.3,6.5,952.2,0.246,4.85
23-02-2011,29.5,13.6,0.0,43,244.21140000000003,11.7,7.9,951.5,0.246,5.18
24-02-2011,29.8,17.0,0.0,37,240.39198,13.0,6.8,950.3,0.245,5.4
25-02-2011,28.1,15.7,0.0,34,257.05854,10.8,5.0,948.8,0.245,5.57
26-02-2011,28.3,14.6,0.0,39,258.6789,8.4,6.5,949.9,0.245,4.76
27-02-2011,29.3,15.4,0.0,39,261.45666,13.5,6.9,952.1,0.245,5.07
28-02-2011,29.5,16.9,0.0,43,237.61422000000002,15.9,9.1,952.6,0.244,5.3
01-03-2011,30.5,18.9,0.0,43,220.60044,12.8,10.6,950.7,0.244,5.13
02-03-2011,32.0,18.9,0.0,41,258.91038000000003,14.5,9.5,950.1,0.244,5.61
03-03-2011,32.6,18.7,0.0,40,260.87796,14.7,10.2,949.7,0.244,6.14
04-03-2011,32.6,18.6,0.0,39,256.9428,17.7,9.6,949.1,0.244,6.18
05-03-2011,32.5,16.7,0.0,37,267.3594,11.6,8.3,949.7,0.244,5.97
06-03-2011,33.2,17.6,0.0,37,268.28532,10.0,8.8,952.2,0.244,5.67
07-03-2011,34.6,18.0,0.0,36,273.03066,10.5,8.0,953.1,0.244,6.07
08-03-2011,34.9,17.6,0.0,30,277.89174,21.6,5.1,950.5,0.244,7.31
09-03-2011,31.8,19.1,0.0,30,278.12322,16.0,5.3,949.3,0.244,6.82
10-03-2011,30.8,17.4,0.0,31,280.66949999999997,13.7,5.1,950.2,0.244,6.43
11-03-2011,30.2,18.4,0.0,27,283.563,18.3,3.1,951.0,0.244,7.12
12-03-2011,29.9,16.1,0.0,27,289.11852,14.7,2.0,951.0,0.244,6.58
13-03-2011,32.4,15.7,0.0,28,286.57224,8.8,3.4,950.6,0.244,6.04
14-03-2011,34.3,20.0,0.0,25,286.10927999999996,8.1,4.6,949.5,0.244,6.03
15-03-2011,34.9,18.2,0.0,28,287.03520000000003,13.3,4.8,949.4,0.244,7.13
16-03-2011,34.9,18.9,0.0,25,294.09534,12.3,4.2,949.1,0.244,6.21
17-03-2011,36.9,19.0,0.0,23,292.2435,10.2,3.3,947.9,0.244,7.12
18-03-2011,37.3,22.5,0.0,22,289.23426,17.0,4.6,946.8,0.244,8.4
19-03-2011,36.1,22.4,0.0,19,296.41014,23.0,1.4,945.5,0.244,8.86
20-03-2011,34.7,20.4,0.0,22,300.69252,19.2,2.1,945.9,0.244,8.39
21-03-2011,35.0,20.3,0.0,28,292.70646,13.0,6.4,947.5,0.244,7.28
22-03-2011,34.7,20.0,0.0,23,296.87309999999997,16.0,3.3,948.4,0.244,7.72
23-03-2011,34.6,20.4,0.0,23,281.36393999999996,12.0,3.6,948.4,0.244,6.91
24-03-2011,34.3,21.6,0.0,23,280.66949999999997,13.0,3.7,948.7,0.244,7.23
25-03-2011,34.6,20.3,0.0,24,293.05368,9.9,3.7,948.8,0.244,6.48
26-03-2011,35.1,21.3,0.0,19,301.84992,12.6,0.9,949.9,0.244,7.35
27-03-2011,36.2,22.4,0.0,16,304.62768,10.2,-0.2,949.7,0.244,6.25
28-03-2011,36.5,20.1,0.0,18,306.1323,18.8,0.2,948.5,0.244,8.43
29-03-2011,36.9,22.1,0.0,18,308.91006,22.8,0.5,948.8,0.244,9.07
30-03-2011,36.3,22.7,0.0,22,303.8175,22.5,4.4,949.7,0.244,9.28
31-03-2011,35.7,22.1,0.0,19,307.17395999999997,21.6,1.7,949.4,0.244,9.34
01-04-2011,35.0,20.8,0.0,25,308.67858,15.5,4.6,948.4,0.244,8.18
02-04-2011,35.3,21.9,0.0,28,293.86386,16.2,7.1,948.0,0.244,7.67
03-04-2011,35.0,22.3,0.0,21,301.73418,18.1,2.7,948.0,0.244,8.8
04-04-2011,34.1,21.4,0.0,22,272.33622,17.8,3.4,948.6,0.244,7.65
05-04-2011,34.6,21.2,0.0,19,292.47498,21.6,1.2,949.7,0.244,7.93
06-04-2011,35.3,21.7,0.0,20,291.31758,17.3,3.3,949.7,0.244,7.66
07-04-2011,35.7,22.6,0.0,27,252.66042,14.0,7.6,949.5,0.244,6.46
08-04-2011,36.2,22.0,0.0,37,299.65086,18.2,9.5,949.9,0.244,7.75
09-04-2011,36.4,21.6,0.0,23,296.41014,11.5,5.2,949.8,0.244,7.29
10-04-2011,37.0,21.6,0.0,26,293.74812,9.3,6.8,950.6,0.244,6.93
11-04-2011,38.0,25.4,0.0,23,292.12775999999997,11.8,7.6,950.0,0.244,6.71
12-04-2011,37.8,25.5,0.0,24,281.94264,18.4,7.8,949.0,0.244,8.6
13-04-2011,37.1,25.2,0.0,25,281.47968,17.9,8.4,948.6,0.244,8.22
14-04-2011,36.6,23.0,0.0,25,276.38712,12.7,7.7,947.3,0.244,6.85
15-04-2011,37.1,23.0,0.0,26,291.43332,11.6,8.5,946.6,0.244,6.88
16-04-2011,38.2,24.1,0.0,25,295.25274,10.8,8.7,947.7,0.244,7.14
17-04-2011,38.8,25.8,0.0,27,263.42424,18.9,9.9,948.6,0.244,7.83
18-04-2011,36.9,25.7,0.0,28,286.10927999999996,16.2,10.1,947.5,0.245,7.98
19-04-2011,37.3,25.1,0.0,18,315.73872,17.2,2.8,946.4,0.244,8.92
20-04-2011,37.0,23.3,0.0,17,309.83598,13.8,2.4,946.7,0.244,7.14
21-04-2011,36.4,22.7,0.0,25,256.47984,11.0,7.0,946.4,0.244,6.68
22-04-2011,34.8,23.0,0.1,29,256.24836,16.9,9.3,947.1,0.245,6.49
23-04-2011,36.2,23.0,0.0,27,261.80388,10.9,8.2,946.2,0.246,6.43
24-04-2011,38.4,25.4,0.0,20,311.80356,10.7,3.9,945.7,0.245,7.67
25-04-2011,39.3,22.0,0.0,17,315.04427999999996,12.5,1.3,945.5,0.244,8.38
26-04-2011,40.2,23.0,0.0,16,326.9655,13.3,1.6,945.6,0.244,8.73
27-04-2011,40.3,25.3,0.0,16,324.18774,17.6,3.1,945.1,0.244,9.33
28-04-2011,40.2,24.0,0.0,20,313.6554,18.0,6.0,944.0,0.244,8.26
29-04-2011,39.8,27.1,0.0,18,294.78978,20.0,5.8,944.6,0.244,9.51
30-04-2011,39.4,28.7,0.0,21,289.9287,24.1,8.2,946.2,0.244,9.16
01-05-2011,39.5,27.9,0.0,20,292.2435,17.1,7.2,947.0,0.244,8.89
02-05-2011,39.5,28.7,0.0,23,300.46104,24.6,8.5,946.3,0.244,10.03
03-05-2011,38.1,25.6,0.0,24,329.51178,22.7,6.4,945.7,0.244,10.29
04-05-2011,37.3,24.7,0.0,37,320.36832,18.8,12.8,946.7,0.244,9.03
05-05-2011,37.9,24.6,0.0,37,320.25258,18.5,13.1,946.8,0.244,8.95
06-05-2011,38.1,24.8,0.0,36,311.68782,18.3,12.7,946.4,0.244,8.81
07-05-2011,37.8,23.9,0.0,28,318.63222,18.1,9.6,945.7,0.244,8.92
08-05-2011,38.3,25.7,0.0,33,273.03066,18.4,12.6,944.7,0.244,7.98
09-05-2011,39.4,26.6,0.0,28,269.21124000000003,18.2,10.6,944.9,0.244,8.79
10-05-2011,39.3,25.7,0.0,24,326.15532,19.1,7.8,945.5,0.245,10.24
11-05-2011,39.2,24.8,0.0,30,326.03958,18.8,10.1,945.7,0.244,9.84
12-05-2011,39.6,25.4,0.0,29,314.92854,20.0,10.4,945.7,0.244,9.84
13-05-2011,40.0,25.1,0.0,33,317.24334,17.7,12.2,946.2,0.244,9.26
14-05-2011,40.3,25.9,0.0,30,323.60904,17.7,11.0,946.3,0.244,9.78
15-05-2011,40.5,26.3,0.0,28,322.9146,17.7,10.7,947.1,0.244,9.04
16-05-2011,40.6,27.3,1.3,30,281.13246,15.5,12.9,948.8,0.253,7.72
17-05-2011,41.1,28.3,0.6,31,273.95658000000003,16.5,13.8,948.4,0.272,7.91
18-05-2011,41.1,28.6,0.6,30,290.04444,18.3,13.5,946.8,0.276,8.89
19-05-2011,40.3,27.4,0.0,32,314.11836,21.5,14.0,945.1,0.272,9.95
20-05-2011,39.4,25.6,0.0,43,322.33590000000004,22.2,16.7,942.9,0.262,9.62
21-05-2011,37.5,25.1,0.0,52,303.58602,22.3,18.6,942.4,0.256,8.5
22-05-2011,36.2,26.0,0.0,51,260.76222,21.5,18.4,945.0,0.253,7.48
23-05-2011,37.6,25.0,0.0,46,299.7666,19.1,17.4,946.6,0.25,8.15
24-05-2011,38.5,26.0,0.0,44,306.36377999999996,18.6,17.5,946.2,0.247,8.55
25-05-2011,39.4,26.3,0.0,39,308.91006,16.0,16.0,945.4,0.246,8.39
26-05-2011,38.8,26.9,0.0,39,292.01202,15.6,16.2,946.3,0.247,7.71
27-05-2011,39.7,28.0,0.5,36,284.25744,18.8,16.0,946.2,0.249,8.05
28-05-2011,39.6,28.7,0.0,33,280.20654,19.3,14.7,945.3,0.253,8.98
29-05-2011,39.2,28.3,0.0,33,272.33622,19.2,14.7,945.3,0.249,9.0
30-05-2011,39.4,28.1,0.0,34,284.1417,19.6,14.9,944.9,0.247,9.37
31-05-2011,38.4,27.1,0.0,38,308.33136,21.0,15.5,942.9,0.246,9.57
01-06-2011,38.1,25.9,0.0,44,301.61843999999996,21.6,16.9,942.5,0.245,8.25
02-06-2011,38.8,26.4,0.0,40,294.67404,16.8,16.0,943.8,0.245,7.51
03-06-2011,35.0,28.2,0.0,44,169.44336,11.9,17.2,944.8,0.245,4.77
04-06-2011,35.7,26.7,0.1,51,192.93858000000003,7.8,19.4,943.2,0.245,4.49
05-06-2011,39.1,28.1,0.2,47,246.17898,13.2,19.4,942.1,0.247,6.22
06-06-2011,39.0,28.0,0.0,46,271.52604,9.6,19.2,942.8,0.25,6.35
07-06-2011,40.2,28.7,3.3,47,285.8778,13.8,19.5,942.5,0.257,6.86
08-06-2011,38.1,27.0,4.1,60,291.0861,16.3,21.8,941.6,0.28,7.01
09-06-2011,37.3,26.9,1.4,54,289.9287,17.6,20.6,940.9,0.296,6.82
10-06-2011,36.7,26.8,0.3,56,279.85931999999997,15.4,21.0,940.9,0.286,6.62
11-06-2011,35.0,26.9,0.5,60,253.81781999999998,17.4,21.7,940.8,0.284,6.01
12-06-2011,37.4,26.0,0.1,50,298.0305,20.9,19.5,942.5,0.278,7.74
13-06-2011,37.1,25.6,0.3,53,281.94264,18.6,19.8,943.5,0.271,7.37
14-06-2011,37.5,25.5,0.3,55,273.60936,24.1,20.0,942.7,0.268,7.77
15-06-2011,35.1,25.3,0.2,60,264.69738,25.4,20.4,942.8,0.265,7.12
16-06-2011,34.2,24.9,0.3,63,236.57256,25.0,20.7,941.5,0.265,6.44
17-06-2011,35.3,25.0,0.7,61,265.50756,24.0,20.5,940.1,0.264,7.01
18-06-2011,34.8,24.8,0.5,59,257.63724,24.2,19.8,940.7,0.265,7.01
19-06-2011,31.3,25.2,0.0,65,137.26764,24.8,20.6,940.4,0.264,4.57
20-06-2011,35.1,25.2,0.6,60,247.45211999999998,26.0,20.3,940.7,0.263,6.93
21-06-2011,33.4,25.2,1.0,61,205.55424000000002,25.6,20.3,941.2,0.27,6.13
22-06-2011,30.2,24.4,4.9,73,135.64728,22.6,21.4,939.6,0.298,3.92
23-06-2011,28.2,23.6,16.1,79,115.04556,28.1,21.4,939.4,0.414,3.04
24-06-2011,24.3,22.7,48.5,92,29.97666,21.4,22.0,939.8,0.457,0.88
25-06-2011,29.0,23.8,1.6,76,170.25354000000002,27.2,21.0,939.1,0.466,3.94
26-06-2011,26.5,23.1,12.3,84,88.5411,21.6,21.9,939.0,0.487,2.0
27-06-2011,29.5,24.5,0.6,72,169.09614,24.6,21.1,939.6,0.463,4.14
28-06-2011,28.1,23.4,31.3,85,131.48064,25.3,22.2,939.1,0.484,2.74
29-06-2011,26.5,23.3,13.6,87,67.7079,28.2,22.2,940.2,0.471,1.77
30-06-2011,29.3,23.8,0.3,75,170.36928,25.1,21.5,942.1,0.463,3.99
01-07-2011,29.9,23.2,0.2,73,207.29034,22.3,20.9,942.7,0.446,4.54
02-07-2011,29.7,23.1,0.8,74,225.92448,17.8,21.2,942.8,0.432,4.5
03-07-2011,29.8,22.8,0.9,73,229.1652,15.4,20.9,942.9,0.419,4.54
04-07-2011,30.6,23.2,0.3,72,240.04475999999997,16.9,21.1,944.3,0.408,4.78
05-07-2011,29.3,23.6,1.1,76,163.65636,15.5,22.0,943.8,0.399,3.39
06-07-2011,28.9,22.7,23.8,89,138.77226,12.3,22.9,941.9,0.471,2.51
07-07-2011,28.5,22.7,11.7,87,140.6241,10.7,22.9,941.1,0.481,2.59
08-07-2011,27.2,22.7,22.1,92,93.63365999999999,18.0,22.9,943.5,0.478,1.77
09-07-2011,25.8,22.6,10.4,95,76.38839999999999,20.2,22.4,943.7,0.505,1.38
10-07-2011,25.4,21.3,11.7,89,82.29114,22.0,21.1,943.3,0.506,1.71
11-07-2011,25.2,22.1,4.5,89,71.52731999999999,20.0,21.5,942.4,0.5,1.52
12-07-2011,27.5,22.8,8.2,88,149.8833,20.1,22.9,940.7,0.491,2.69
13-07-2011,27.3,23.4,7.0,91,112.96224,18.4,23.2,939.4,0.495,2.06
14-07-2011,28.3,23.4,8.0,89,111.1104,16.1,23.1,938.7,0.467,2.16
15-07-2011,28.2,23.4,7.9,91,132.63804000000002,16.0,23.5,939.0,0.464,2.41
16-07-2011,27.4,23.2,11.4,88,113.19371999999998,15.4,22.8,938.7,0.491,2.15
17-07-2011,26.8,23.2,17.0,91,85.99481999999999,11.7,23.3,937.8,0.469,1.65
18-07-2011,28.4,23.6,20.5,91,105.55487999999998,12.8,23.6,937.9,0.472,2.01
19-07-2011,26.2,22.9,7.4,94,65.27736,24.9,23.0,938.6,0.471,1.34
20-07-2011,27.7,23.6,0.4,84,115.04556,30.2,22.1,939.3,0.479,2.66
21-07-2011,26.6,23.7,0.1,83,90.39294,25.2,21.8,940.5,0.467,2.36
22-07-2011,26.0,23.1,1.3,84,63.888479999999994,24.5,21.4,940.2,0.464,1.88
23-07-2011,23.4,21.8,24.3,93,28.47204,24.3,21.3,939.2,0.487,0.82
24-07-2011,22.5,20.7,38.0,92,38.07846,20.7,20.3,940.0,0.472,0.97
25-07-2011,26.7,22.5,2.2,92,102.54563999999999,11.3,22.8,942.5,0.435,1.82
26-07-2011,29.9,22.3,8.2,88,198.60984,7.9,23.4,944.2,0.461,3.54
27-07-2011,29.5,23.3,9.5,85,188.6562,12.1,23.1,943.8,0.494,3.44
28-07-2011,29.5,23.1,3.7,87,180.67014,15.9,22.9,943.0,0.49,3.25
29-07-2011,28.2,23.6,2.8,88,100.34658,15.8,22.8,942.7,0.491,2.02
30-07-2011,27.6,23.3,8.7,90,129.62879999999998,15.2,23.2,941.9,0.489,2.3
31-07-2011,28.0,23.7,6.2,86,141.66576,15.6,22.7,941.1,0.47,2.71
01-08-2011,27.6,22.9,4.6,89,107.40671999999999,17.4,22.6,941.2,0.48,2.09
02-08-2011,28.2,23.4,5.1,87,133.56395999999998,15.3,22.9,941.1,0.466,2.48
03-08-2011,28.1,23.6,11.5,90,129.39732,15.9,23.2,940.8,0.463,2.36
04-08-2011,26.4,22.7,18.9,93,96.06420000000001,17.3,22.9,941.1,0.493,1.72
05-08-2011,27.5,22.8,1.4,90,106.48079999999999,18.6,22.6,941.0,0.494,2.04
06-08-2011,27.3,22.8,5.0,86,124.65198,20.2,22.1,940.3,0.499,2.46
07-08-2011,25.8,23.0,6.7,91,72.80046,22.0,22.4,939.6,0.458,1.53
08-08-2011,24.1,22.3,47.5,96,37.73124,23.6,22.4,938.4,0.485,0.74
09-08-2011,23.5,22.4,67.3,97,27.54612,23.2,22.3,937.8,0.484,0.64
10-08-2011,26.1,22.3,2.1,89,85.30038,29.9,21.9,940.3,0.495,1.81
11-08-2011,24.9,22.6,1.4,89,45.25434,22.8,21.6,941.0,0.488,1.26
12-08-2011,24.0,22.2,4.5,93,54.86076,19.2,21.8,939.2,0.485,1.1
13-08-2011,24.8,22.1,13.3,93,65.50884,16.9,22.1,938.8,0.481,1.27
14-08-2011,27.6,22.3,11.2,93,108.79560000000001,21.7,22.7,941.1,0.471,1.93
15-08-2011,27.8,22.8,1.7,84,168.17022,24.3,21.9,943.1,0.441,3.21
16-08-2011,28.0,22.6,2.7,85,154.5129,23.0,21.8,943.4,0.445,2.93
17-08-2011,27.5,23.0,7.5,86,152.66106,15.9,22.2,943.6,0.449,2.75
18-08-2011,26.9,22.6,11.5,89,112.03631999999999,13.7,22.2,943.7,0.476,2.05
19-08-2011,27.9,22.8,4.9,87,156.59622,14.6,22.1,943.6,0.481,2.81
20-08-2011,25.6,22.3,16.0,93,85.53186,11.5,22.5,944.0,0.483,1.55
21-08-2011,27.7,22.5,9.5,89,136.92042,8.7,22.5,943.8,0.488,2.46
22-08-2011,29.4,22.8,2.0,86,187.84602,8.4,22.7,944.6,0.466,3.4
23-08-2011,28.1,23.3,7.4,87,140.6241,9.4,22.9,944.8,0.465,2.59
24-08-2011,27.6,23.1,14.4,91,114.23537999999999,13.4,23.1,943.6,0.468,2.09
25-08-2011,27.5,22.7,27.3,92,103.70304,13.4,22.9,943.9,0.479,1.93
26-08-2011,25.5,22.4,18.7,95,65.74032,17.1,22.6,943.9,0.488,1.24
27-08-2011,28.1,22.2,9.4,90,107.75394,18.1,22.4,942.2,0.479,2.01
28-08-2011,27.5,22.6,26.9,92,116.66592,12.5,22.9,941.0,0.477,2.12
29-08-2011,27.0,22.7,28.9,92,98.03178000000001,14.8,22.8,940.7,0.481,1.83
30-08-2011,28.7,22.9,9.0,89,171.98963999999998,14.6,23.0,941.3,0.466,3.01
31-08-2011,28.6,22.6,10.1,89,134.72136,9.0,23.2,941.2,0.496,2.44
01-09-2011,28.6,22.9,17.8,90,113.88816,10.6,22.9,939.8,0.478,2.16
02-09-2011,27.2,22.6,18.2,91,91.89756,11.9,22.6,938.8,0.469,1.74
03-09-2011,27.4,22.6,4.0,91,124.76772,17.6,22.6,938.6,0.498,2.2
04-09-2011,25.7,22.9,8.4,94,93.98087999999998,11.6,23.1,940.1,0.502,1.64
05-09-2011,26.4,22.9,0.1,88,102.42989999999999,16.6,22.3,941.8,0.489,2.0
06-09-2011,27.6,22.9,1.5,82,157.05918,20.9,21.8,941.8,0.479,3.08
07-09-2011,27.5,23.0,0.1,82,159.95268000000002,23.0,21.5,941.7,0.472,3.17
08-09-2011,27.1,22.6,0.6,84,128.70288,19.0,21.2,942.4,0.464,2.6
09-09-2011,27.5,22.4,1.2,82,165.27671999999998,18.3,21.2,944.2,0.461,3.12
10-09-2011,24.5,22.3,6.7,91,62.61534,14.6,21.7,944.4,0.473,1.27
11-09-2011,22.8,21.3,38.2,95,17.70822,20.5,21.4,942.1,0.48,0.56
12-09-2011,26.4,21.1,5.2,89,153.12402,16.7,21.6,942.3,0.497,2.6
13-09-2011,28.9,21.7,0.0,81,202.08204,7.9,21.6,943.8,0.479,3.61
14-09-2011,28.7,21.9,0.7,81,203.58666,13.2,21.8,943.9,0.465,3.63
15-09-2011,29.7,23.2,3.4,85,197.79966,14.1,22.7,943.3,0.464,3.54
16-09-2011,27.1,23.2,10.5,89,116.55018,14.8,22.6,943.9,0.476,2.12
17-09-2011,28.7,22.0,0.0,79,179.74421999999998,16.0,20.8,944.8,0.471,3.53
18-09-2011,27.6,22.5,0.4,82,189.11916,15.8,20.9,945.7,0.461,3.45
19-09-2011,27.3,21.1,1.3,82,186.45713999999998,14.8,20.6,947.6,0.456,3.34
20-09-2011,28.4,20.6,0.0,78,230.3226,15.4,19.8,948.1,0.446,4.11
21-09-2011,27.5,21.3,0.2,81,209.72088000000002,16.4,20.5,946.7,0.434,3.68
22-09-2011,27.8,20.4,0.6,80,216.54954,14.3,20.1,946.5,0.428,3.78
23-09-2011,28.4,21.1,0.5,82,217.93841999999998,13.8,20.9,946.3,0.424,3.83
24-09-2011,28.9,21.3,0.7,80,230.09112,14.2,20.6,946.8,0.419,4.1
25-09-2011,29.3,21.0,0.5,81,210.87828,15.7,20.7,948.5,0.412,3.81
26-09-2011,28.5,21.3,0.9,82,194.44320000000002,15.5,21.0,949.4,0.404,3.49
27-09-2011,28.5,20.9,0.4,80,206.24868,13.6,20.6,948.8,0.396,3.72
28-09-2011,29.3,20.5,0.3,80,239.92902,10.2,20.6,948.6,0.386,4.23
29-09-2011,29.6,20.8,0.2,76,241.43364,9.7,20.3,948.8,0.376,4.31
30-09-2011,29.7,20.8,0.0,73,231.01704,9.2,19.5,949.2,0.365,4.24
01-10-2011,29.9,20.8,0.0,67,227.31336000000002,9.7,18.3,948.6,0.352,4.47
02-10-2011,30.1,20.7,0.0,63,229.85963999999998,13.4,17.3,948.3,0.34,4.72
03-10-2011,29.9,19.7,0.0,63,230.43834,12.0,16.9,948.1,0.328,4.67
04-10-2011,30.0,19.3,0.0,65,250.92432,10.7,16.9,948.4,0.318,4.79
05-10-2011,31.1,19.4,0.0,61,242.47529999999998,9.4,16.5,950.1,0.308,4.75
06-10-2011,31.1,21.7,0.0,55,223.03098,13.4,16.0,951.1,0.299,4.7
07-10-2011,31.1,21.2,0.0,54,215.8551,11.2,15.7,950.4,0.292,4.57
08-10-2011,31.9,22.6,0.0,49,215.97084,11.6,14.8,950.3,0.285,4.92
09-10-2011,32.3,22.1,0.0,45,230.20686,11.4,13.7,950.7,0.279,5.31
10-10-2011,32.8,22.1,0.0,46,220.4847,12.3,13.9,951.0,0.274,5.1
11-10-2011,32.4,22.0,0.0,51,209.60513999999998,12.6,15.2,951.6,0.27,4.62
12-10-2011,33.2,20.1,0.0,46,233.10036,7.8,13.8,950.9,0.266,4.89
13-10-2011,33.6,21.1,0.0,46,237.96143999999998,9.3,14.2,949.4,0.262,5.17
14-10-2011,33.8,21.6,0.0,47,236.22534,10.4,14.7,948.9,0.259,5.15
15-10-2011,33.9,21.8,0.4,50,222.10506,7.6,16.2,948.4,0.256,4.67
16-10-2011,33.2,23.5,0.9,52,200.57742,8.4,16.7,948.3,0.259,4.0
17-10-2011,33.4,22.3,0.0,51,210.41531999999998,8.4,15.8,948.8,0.263,4.46
18-10-2011,33.6,21.3,0.0,48,230.43834,6.1,14.7,949.5,0.26,4.61
19-10-2011,33.0,21.2,0.0,33,246.52620000000002,11.0,8.5,947.8,0.256,5.67
20-10-2011,32.2,19.1,0.0,35,231.24852,8.9,8.2,947.5,0.253,5.09
21-10-2011,32.6,18.8,0.0,35,223.03098,11.9,8.4,948.6,0.25,5.48
22-10-2011,32.2,19.9,0.0,32,245.71602000000001,13.3,7.3,949.9,0.249,6.14
23-10-2011,32.0,17.5,0.0,42,243.40122000000002,8.7,10.5,951.0,0.248,5.02
24-10-2011,32.3,18.3,0.0,43,238.65588,9.4,11.7,951.4,0.247,5.07
25-10-2011,31.6,20.9,0.0,43,183.56364,9.1,11.9,950.7,0.246,4.07
26-10-2011,31.6,20.1,0.0,42,231.82722,9.8,11.2,951.3,0.246,5.0
27-10-2011,31.5,17.9,0.0,39,236.57256,9.8,9.8,951.7,0.245,5.18
28-10-2011,30.8,17.2,0.0,41,235.87812,11.5,9.8,951.4,0.245,5.17
29-10-2011,30.6,17.6,0.0,41,234.02627999999999,10.5,10.0,950.8,0.245,5.13
30-10-2011,30.6,17.2,0.0,43,227.89206000000001,8.7,10.2,949.7,0.245,4.37
31-10-2011,29.9,17.9,0.0,42,225.57725999999997,8.9,10.1,949.8,0.245,4.72
01-11-2011,30.1,17.3,0.0,42,228.81798,8.8,9.5,950.5,0.245,4.75
02-11-2011,29.9,16.9,0.0,41,229.62816,12.3,8.6,950.1,0.245,5.1
03-11-2011,30.1,17.6,0.0,38,219.55877999999998,9.8,8.1,949.9,0.245,4.97
04-11-2011,30.7,19.3,0.0,42,199.18854000000002,9.3,10.0,950.7,0.244,4.4
05-11-2011,31.8,19.7,0.0,40,220.71618,9.0,10.6,951.8,0.244,4.5
06-11-2011,32.1,19.9,0.0,39,212.03568,8.4,10.6,951.3,0.244,4.57
07-11-2011,32.1,21.0,0.0,38,210.53106000000002,8.6,10.4,951.6,0.244,4.54
08-11-2011,31.9,20.2,0.0,43,207.63756,8.4,11.3,952.0,0.244,4.49
09-11-2011,31.6,18.7,0.0,43,219.21156000000002,8.0,10.5,951.6,0.244,4.52
10-11-2011,31.7,17.1,0.0,45,215.8551,8.1,11.6,951.1,0.244,4.16
11-11-2011,32.4,19.1,0.0,47,214.92918,9.4,12.4,951.4,0.244,4.62
12-11-2011,31.9,18.8,0.0,46,210.53106000000002,8.9,12.1,951.1,0.244,4.34
13-11-2011,31.3,19.4,0.0,46,181.59606,7.4,12.9,951.8,0.244,3.74
14-11-2011,30.3,21.6,0.0,47,167.12856,10.7,13.2,952.5,0.244,3.62
15-11-2011,30.7,19.3,0.0,38,209.02643999999998,10.4,8.4,953.2,0.244,4.58
16-11-2011,30.3,19.2,0.0,33,214.46622000000002,7.4,6.7,953.0,0.244,4.09
17-11-2011,30.6,18.7,0.0,38,214.00325999999998,9.0,7.9,952.5,0.244,4.15
18-11-2011,31.3,16.9,0.0,41,211.45698,8.8,8.7,952.2,0.244,3.96
19-11-2011,31.5,17.5,0.0,42,211.2255,9.0,9.5,952.5,0.244,4.08
20-11-2011,31.9,16.3,0.0,40,210.87828,12.1,8.6,953.6,0.244,4.73
21-11-2011,31.2,17.6,0.0,42,208.44774,12.7,9.5,954.3,0.244,4.87
22-11-2011,29.4,17.8,0.0,47,207.7533,14.1,10.4,953.7,0.244,4.69
